Sku,Ltv Sales Adjusted Margin Dollars,Ltv Purchases Cnt,Total Amt,Ltv Sales,Ltv Return Cnt,Ltv Margin Dollars
8,174.784,2,"1,129.92","1,474.89",0,92.22
2,121.713,6,15.98,479.89,1,108.7
1,79.277,1,399.99,399.99,0,29.45
4,0,1,149.98,149.98,0,142.6
1,6.922,1,64.99,64.99,0,2.69
4,155.788,1,809.96,809.96,0,107.73
1,35.366,1,95.98,95.98,0,17.88
1,47.99,1,59.99,59.99,0,47.99
8,230.679,1,909.92,909.92,0,206.93
1,116.934,2,599.99,"1,029.98",0,72.68
3,17.54,1,32.27,32.27,0,17.54
2,35.628,2,219.98,369.97,0,30.46
1,-8.66,1,472.99,472.99,0,-8.66
4,54.022,1,343.96,343.96,0,54.05
2,-156.38,1,702.95,702.95,0,-156.38
1,15.98,2,249.99,549.98,1,-104.09
2,110.746,2,"1,599.98","1,624.97",0,58.45
2,70.415,1,109.98,109.98,0,50.98
3,414.585,8,18.47,"2,198.65",1,175.7
1,55.044,2,599.99,600,0,10.79
3,12.73,1,26.33,26.33,0,12.73
1,113.044,1,699.99,699.99,1,67.59
3,128.001,3,479.97,633.93,1,121.71
1,50.798,5,24.99,723.91,0,-176.33
3,125.726,2,17.97,602.93,0,100.63
1,26.753,1,109.99,109.99,0,22.41
10,73.414,2,278.9,297.71,0,27.96
1,-8.16,1,629.96,629.96,0,-8.16
1,28.517,4,39.99,134.57,0,27.86
3,11.78,1,31.27,31.27,0,11.78
1,47.864,2,29.99,129.98,0,-34.21
1,18.054,1,419.99,419.99,0,9.88
1,19.42,1,40.99,40.99,0,7.84
3,36.26,1,47.97,47.97,0,36.26
14,169.8,1,378.86,378.86,0,141.37
13,118.349,1,257.87,257.87,0,102.65
1,55.429,1,249.99,249.99,0,24.99
3,66.318,3,39.97,141.89,0,50.98
1,-124.432,2,249.99,719.96,1,-154.52
2,30.381,1,494.98,494.98,0,16.63
1,20.463,1,39.99,39.99,0,13.25
1,9.4,1,21.99,21.99,0,5.99
2,104.034,1,829.98,829.98,0,59.78
2,187.436,2,294.98,560.73,0,177.83
1,51.888,2,49.99,499.98,1,4.03
1,201.079,3,259.99,850.93,0,178.21
2,19.397,2,28.98,36.96,0,19.06
1,25.221,1,69.99,69.99,0,12.45
1,27.193,1,399.99,399.99,0,0.99
3,0,1,0,0,0,0
1,-11.159,1,99.99,99.99,0,-11.75
6,85.823,1,448.94,448.94,0,47.77
7,740.63,34,371.43,"4,361.94",5,533.84
4,311.099,2,254.46,555.35,0,303.12
1,29.606,3,8.99,46.52,0,21.4
1,9.64,1,14.99,14.99,0,9.64
3,22.653,2,48.97,63.96,0,17.51
2,72.51,2,259.98,279.97,0,72.51
1,103.291,12,19.99,231.86,2,72.93
1,-3.308,1,20.99,20.99,0,-4
2,29.399,1,58.98,58.98,1,9.09
2,15.783,1,22.98,22.98,0,15.46
4,228.95,2,477.6,479.59,0,228.95
2,142.574,7,99.98,448.97,1,113.86
1,15.188,1,29.99,29.99,0,14.99
1,295.241,3,149.97,939.93,0,245.08
1,36.296,1,79.99,79.99,0,26.39
3,217.871,1,479.97,479.97,1,167.49
5,-20.956,1,558.95,558.95,0,-35.01
6,"1,098.21",14,"1,055.94","6,622.41",2,601.96
6,306.261,1,916.94,916.94,0,116.52
2,40.643,2,34.98,81.26,1,21.51
1,41.583,1,179.99,179.99,0,28.01
1,19.42,1,40.99,40.99,0,7.84
1,22.502,1,99.99,99.99,0,12.99
3,5.55,1,8.97,8.97,0,4.92
4,196.475,8,414.96,"1,897.23",2,-124.8
2,6.58,1,16.98,16.98,0,6.58
3,17.27,1,28.97,28.97,0,17.27
2,13.958,3,9.98,53.87,0,13.52
1,75.105,2,379.99,436.97,0,-1.01
13,586.33,4,"2,039.63","2,641.58",0,-64.97
2,2.984,1,399.98,399.98,0,1.98
2,105.438,2,224.98,363.63,0,104.91
5,10.203,1,166.97,166.97,0,111.97
1,91.945,1,799.99,799.99,0,-85.63
1,49.588,3,19.99,175.91,2,27.16
1,-195.03,1,552.96,552.96,0,-195.03
2,66.216,4,44.3,146.44,1,63.88
2,18.051,3,19.98,41.96,0,18.03
5,15.762,1,53.95,53.95,0,16.64
7,407.225,1,"1,568.93","1,568.93",0,191.25
2,29.823,1,41.98,41.98,0,24.68
8,60.734,1,177.89,177.89,0,2.93
3,226.709,4,65.97,545.37,0,55.03
3,198.181,2,899.97,"1,029.94",0,243.96
1,25.759,1,229.99,229.99,0,19.99
1,630.189,13,27.99,"3,021.20",1,435.83
4,130.297,6,794.96,"1,148.29",1,-24.2
2,70.938,5,92.98,225.87,0,70.39
1,15.556,1,24.99,24.99,0,0.99
6,267.389,6,222.94,756.37,4,254.18
1,12.874,2,79.99,94.99,1,15
1,15.928,7,299.99,366.12,0,10.26
1,117.244,1,899.99,899.99,0,57.99
4,24.561,6,29.95,348.85,0,18.48
2,122.625,1,124.98,124.98,0,40.99
1,26.733,1,97.99,97.99,1,17.99
5,146.152,2,647.92,717.88,0,79.11
2,219.784,3,499.98,718.94,0,217.34
1,12.86,1,79.99,79.99,0,10.99
1,39.558,2,69.99,169.98,2,38.31
2,3.508,1,15.48,15.48,0,0.74
2,28.551,3,66.95,"1,436.85",2,-35.09
3,27.3,1,344.97,344.97,0,-36.56
1,82.867,3,39.98,414.93,0,-2.08
1,-1.836,3,1.99,49.95,1,-2
1,1.59,1,4.99,4.99,0,1.59
3,234.962,2,316.97,633.94,1,168.74
1,5.31,1,17.99,17.99,0,5.31
1,210.676,1,"1,499.99","1,499.99",0,87.96
1,27.518,1,109.99,109.99,0,-0.1
1,10.658,1,29.99,29.99,0,5.49
1,22.358,2,23.96,42.92,0,19.65
1,-31.892,1,299.99,299.99,0,-165.01
5,36.478,1,115.95,115.95,0,29.18
6,18.03,2,21.44,373.33,0,-5.17
1,17.484,1,29.97,29.97,0,15.57
4,353.338,5,34.96,"1,080.80",0,214.58
18,"1,792.46",4,"4,470.73","6,998.63",2,-398.09
1,50.191,2,322.96,492.94,0,-35.49
1,18.314,1,19.99,19.99,0,17.64
2,220.556,5,35.48,919.39,1,147.43
1,12.22,2,14.99,31.97,0,12.22
4,26.084,1,55.37,55.37,2,21.82
2,60.764,1,207.97,207.97,0,48.97
2,88.634,1,719.98,719.98,0,44.38
13,-191.718,2,669.87,"1,109.51",0,-287.18
9,-29.009,3,389.91,"1,743.82",0,-265.21
8,339.216,3,"1,099.92","1,112.91",0,254.56
3,28.527,3,150.97,358.93,0,27.6
1,290.176,3,999.99,"1,292.74",0,235.77
1,33.971,4,15.99,76.99,2,21.14
3,23.778,1,114.97,114.97,0,13.43
1,174.146,2,399.99,"1,284.33",0,126.1
4,198.71,5,368.96,"1,194.35",0,-72.67
2,519.052,38,334.98,"3,914.39",2,228.52
3,315.465,4,179.97,"1,587.38",0,166.75
3,10.203,1,106.98,106.98,0,51.98
3,53.98,5,23.97,195.09,2,20.61
2,"1,600.88",3,"1,169.98","4,439.86",1,"1,295.76"
1,28.089,1,89.99,89.99,0,22.49
2,100.745,2,504.98,"1,004.97",0,-21.91
1,22.08,1,29.99,29.99,0,10.5
2,28.84,1,74.9,74.9,0,18.65
1,33.917,1,79.99,79.99,0,-2.51
3,35.527,1,424.97,424.97,0,19.74
4,248.082,1,874.96,874.96,0,225.8
13,22.73,1,67.87,67.87,0,22.73
7,66.397,2,"1,599.93","1,975.84",1,-32.97
1,129.813,1,"1,149.99","1,149.99",0,70
7,52.503,3,311.94,488.91,1,6.75
1,204.05,1,899.95,899.95,0,204.05
2,-55.828,1,449.98,449.98,0,-55.83
7,0,1,129.99,129.99,0,99.45
8,50.808,1,934.92,934.92,0,-38.01
2,30.023,1,84.98,84.98,0,28.08
1,140.912,5,69.99,628.94,0,102.03
3,58.856,1,888.97,888.97,0,-80.52
4,75.511,2,241.76,541.75,1,-35.78
1,20.67,2,15.96,30.95,0,18.35
4,144.732,17,562.96,"3,491.21",2,-460.24
4,117.432,7,53.96,309.75,0,106.48
1,5.57,1,589.99,589.99,0,5.57
3,833.298,6,574.97,"2,947.40",4,203.59
2,216.965,12,39.98,337.81,1,129.86
1,22.84,1,59.98,59.98,0,22.84
2,181.519,2,489.98,889.97,1,-112.03
2,16.044,2,13.18,37.64,0,13.03
3,52.132,3,62.97,101.93,0,22.52
3,987.702,9,"1,851.96","5,819.73",0,-842.3
1,13.63,1,114.96,114.96,0,13.63
1,17.692,1,99.99,99.99,0,10.49
7,21.15,1,246.99,246.99,0,20.61
3,-17.554,3,58.94,419.96,0,-96.81
1,19.69,3,62.99,213.96,0,61.2
3,-17.053,1,534.97,534.97,0,-45.91
6,352.278,2,"3,539.94","3,569.93",0,-143.47
3,25.73,1,331.71,331.71,0,25.73
1,67.628,5,5.99,217.95,0,50.27
6,154.901,4,611.94,"1,263.86",2,66.71
1,214.141,1,429.99,429.99,0,109.99
2,286.558,8,51.98,909.09,1,234.71
1,"1,224.72",24,149.99,"13,014.42",1,441.07
9,321.038,9,729.91,"1,478.79",2,352.94
1,3.627,1,4.99,4.99,0,2.99
2,-55.828,1,449.98,449.98,0,-55.83
1,49.41,2,29.99,74.98,1,26.25
2,23.47,1,64.91,64.91,0,23.47
1,42.481,2,36.99,73.98,0,25.9
2,33.794,1,137.98,137.98,0,7.94
2,177.276,7,61.98,945.89,0,48.35
1,151.457,3,349.99,733.4,1,61.15
3,206.823,2,449.87,619.74,0,22.27
3,20.787,1,298.97,298.97,0,-10.92
6,31.605,1,360.94,360.94,0,-34.26
1,16.428,1,34.99,34.99,0,14.99
1,-66.507,2,199.99,309.98,0,-114.33
1,"2,432.20",30,48.12,"13,191.91",2,"1,408.69"
1,19.904,2,19.99,39.98,0,11.51
3,91.359,1,559.97,559.97,0,21.23
1,4.48,1,7.99,7.99,0,4.48
1,32.8,1,"1,349.99","1,349.99",0,32.8
1,132.891,1,689.97,689.97,0,-24
1,15.188,1,29.99,29.99,0,14.99
2,-57.298,1,269.98,269.98,0,-57.3
4,34.591,1,46.96,46.96,0,24.09
4,27.815,1,196.96,196.96,0,25.18
2,134.632,2,194.98,394.96,1,-36.69
2,1.268,3,63.28,832.78,0,-53.91
3,102.92,3,43.97,507.79,1,82.97
2,81.228,4,76.98,213.98,1,66.21
6,198.052,4,618.94,"1,741.74",0,-5.86
2,59.247,1,139.98,139.98,0,44.94
4,256.824,4,161.77,"1,243.68",2,158.31
3,269.384,1,739.97,739.97,0,117.21
2,3.93,1,6.98,6.98,0,3.93
1,-8.66,1,0.01,0.01,0,-8.66
2,49.742,1,142.98,142.98,0,43.13
6,9.58,6,288.6,"1,387.60",4,-40.39
4,232.01,4,874.96,"1,084.92",0,175.44
1,105.244,1,"1,049.99","1,049.99",0,60.99
11,42.768,2,559.89,664.87,1,-64.88
2,-30.972,1,284.98,284.98,0,-36.15
3,40.064,3,12.87,62.07,0,27.65
3,25.557,1,42.17,42.17,0,17.09
2,19.678,1,32.98,32.98,0,16.61
6,94.569,3,60.94,164.04,0,92.75
1,17.759,4,69.99,798.87,0,-53.28
9,27.48,1,69.51,69.51,0,26.67
6,63.852,1,104.44,104.44,0,49.56
2,73.916,3,559.98,969.95,0,28.54
1,32.975,2,32.99,102.98,0,28.07
3,-685.581,4,25.52,520.45,1,-713.99
1,289.985,7,114.99,956.89,2,134.69
2,25.764,1,159.98,159.98,0,15.95
1,0.95,1,1.99,1.99,0,0.95
5,425.598,4,"1,086.95","1,646.88",1,327.19
1,70.969,1,529.99,529.99,0,30.61
1,19.04,1,559.99,559.99,0,19.04
6,56.034,1,"1,130","1,130",0,21.85
1,80.731,2,101.99,190.98,0,66.85
2,200.301,6,242.97,836.33,1,134.81
5,-163.43,2,563.92,"1,263.91",1,-255.34
2,194.729,1,779.98,779.98,0,23.31
3,11.948,1,24.27,24.27,0,11.19
3,47.856,2,41.97,55.96,1,47.21
6,129.591,1,321.44,321.44,0,70.21
19,75.884,1,204.69,204.69,0,43.9
24,242.108,1,"1,208.77","1,208.77",0,75.47
4,135.319,1,808.46,808.46,0,111.72
8,29.184,1,61.22,61.22,0,24.53
2,31.438,1,109.98,109.98,0,1.56
2,84.628,2,594.98,786.95,0,68.05
2,173.573,2,679.98,998.5,0,128.76
6,129.972,2,614.93,914.92,1,47.66
16,182.929,1,"1,601.14","1,601.14",0,47.5
2,163.035,2,799.98,"1,449.96",0,-4.78
3,69.1,1,222.27,222.27,0,53.74
2,34.156,2,54.28,302.18,0,-10.97
1,13.636,1,44.99,44.99,0,-2.01
2,0,1,29.99,29.99,0,29.99
4,15.82,1,64.85,64.85,0,15.82
3,14.666,1,632.97,632.97,0,-59.72
2,7.05,2,10.08,19.06,0,6.95
2,758.877,19,199.98,"4,518.14",1,-236
2,46.574,2,287.99,449.97,0,45.7
6,168.8,1,530.94,530.94,1,113.53
1,10.331,1,21.99,21.99,0,5.99
3,65.206,2,329.97,408.94,0,-1.43
2,137.241,6,131.68,731.09,2,113.05
1,0.91,1,1.79,1.79,0,0.91
2,85.891,1,419.98,419.98,0,-39.56
1,4.249,1,9.99,9.99,0,3.03
1,6.32,2,9.99,12.98,0,6.14
2,25.597,2,29.98,56.97,0,22.58
3,63.488,1,799.97,799.97,0,62.73
1,33.236,2,79.99,111.77,0,16.97
3,17.817,1,28.97,28.97,0,13.56
1,3.84,1,5.99,5.99,1,3.84
1,95.148,9,399.99,838.88,1,36.34
1,56.27,1,259.99,259.99,0,56.27
1,2.289,1,2.99,2.99,0,2.24
2,-17.906,1,299.98,299.98,0,-18.04
1,202.887,2,769.89,793.85,0,83.81
3,187.954,3,764.94,"1,088.84",0,112.47
1,50.166,2,3.99,283.98,0,50.14
1,120.986,10,2.29,204.52,0,103.3
6,184.301,3,711.94,"1,377.85",1,179.18
2,834.487,51,131.98,"2,863.74",30,697.86
1,229.525,6,69.99,"1,064.93",1,125.4
1,135.742,7,74.95,525.6,0,135.73
1,470.61,7,279.99,"2,629.75",0,141.55
5,179.985,7,469.95,"1,309.86",1,548.34
4,"10,703.60",117,511.96,"80,931.03",16,"4,464.53"
5,3.781,1,430.65,430.65,0,-9.47
2,-19.336,3,103.98,175.93,0,-20.15
2,43.578,2,104.98,124.97,1,37.47
4,100.166,3,212.74,316.68,0,91.68
4,192.499,4,441.96,861.4,1,134.32
9,686.727,9,209.59,"2,297.87",5,476.49
1,100.45,2,39.99,439.98,0,45.18
1,82.284,2,399.99,424.98,0,-89.39
1,63.598,10,249.99,"1,671.58",5,38.5
2,178.604,2,409.98,851.95,0,94.3
1,23.889,3,19.99,48.96,0,18.25
2,8.257,2,8.48,13.45,0,8.18
4,171.723,2,519.98,"1,219.97",2,66.92
1,224.061,7,19.99,530.07,1,182.06
4,"1,627.56",40,85.46,"8,389.46",4,583.68
1,73.119,3,9.99,479.95,0,72.33
1,21.727,2,95.99,126.97,0,15.64
2,248.919,8,119.98,"1,189.64",0,79.12
4,236.042,4,270.96,"2,490.89",0,197.75
9,498.79,20,"1,208.88","3,381.21",10,336.12
1,20.723,2,29.99,64.97,0,18.83
3,"3,569.66",53,181.46,"10,539.51",1,"3,388.19"
1,39.53,5,359.99,"1,438.90",0,-77.86
2,"1,825.61",28,51.96,"13,341.56",2,742.62
1,36.323,2,29.94,55.92,0,35.62
1,234.259,4,35.94,718.59,0,216.3
1,253.783,7,34.99,"1,507.79",1,147.15
1,"1,512.37",16,199.99,"6,070.19",1,"1,026.25"
3,62.165,3,43.97,88.94,0,53.25
3,52.288,3,54.93,126.88,1,47.76
6,40.377,2,108.03,108.03,1,33.95
4,170.602,3,134.96,"1,028.89",0,95.63
1,241.427,11,79.99,"1,878.33",1,88.07
2,67.997,4,149.98,812.91,0,37.09
1,899.526,19,99.99,"7,305.09",1,451
1,-60.96,2,359.96,665.92,1,-60.96
1,694.708,13,4.99,"2,392.21",4,512.15
3,225.862,2,303.96,"1,047.95",0,52.72
1,10.457,1,89.99,89.99,0,1.99
6,283.451,2,574.94,"1,024.93",1,244.51
5,76.772,9,287.32,823.63,0,22.81
3,97.084,8,23.27,228.62,1,88.05
2,477.65,10,0,"2,269.76",2,540.29
2,807.031,12,86.96,"3,527.07",2,572.78
4,111.282,5,37.96,282.32,1,90.9
2,37.535,3,12.48,103.41,0,33.31
2,208.04,42,13.74,"2,525.08",0,3.83
8,412.173,8,139.03,"1,166.87",2,363.09
2,-126.328,3,217.98,"1,035.89",0,-235.01
2,23.44,3,44.98,84.96,1,23.44
1,258.605,2,4.99,904.96,0,197.27
1,215.36,6,139.98,"1,049.89",0,125.7
1,-13.321,159,2.94,484.35,6,-62.65
3,-43.906,1,389.97,389.97,0,-64.11
1,9.84,1,14.99,14.99,0,9.84
4,43.193,1,63.46,63.46,0,36.64
3,-89.77,1,406.07,406.07,0,-89.77
1,-155.701,2,2.99,402.98,0,-166.3
2,30.646,1,132.98,132.98,0,21.08
4,53.616,1,346.96,346.96,0,17.99
1,1.337,1,8.99,8.99,0,0.49
1,95.245,2,49.99,"1,368.91",0,27.63
1,9.319,1,19.99,19.99,0,8
5,111.359,4,139.97,329.63,1,67.37
9,42.953,1,103.91,103.91,0,35.24
2,59.06,1,509.98,509.98,0,53.83
1,24.99,1,79.99,79.99,1,24.99
4,62.288,2,546.96,591.95,1,34.53
2,106.057,4,25.98,183.92,0,66.13
1,15.906,2,77.99,88.98,0,3.22
1,45.706,1,54.99,54.99,0,45
1,17.896,2,19.99,35.95,0,5.99
4,20.379,1,17.82,17.82,0,9.28
1,-11.316,2,399.99,729.98,0,-240.48
2,-12.486,1,508.98,508.98,0,-53.58
1,13.083,1,44.99,44.99,0,10.01
1,26.96,1,127.99,127.99,0,26.96
1,59.308,2,549.99,729.98,0,21.61
11,"1,162.23",8,"1,793.89","5,080.98",5,818.03
1,15.2,1,39.99,39.99,0,13.99
2,43.025,2,45.98,81.96,0,19.61
16,392.628,4,"1,937.84","2,836.66",3,153.14
3,-15.22,1,191.97,191.97,0,-15.22
2,23.662,2,41.98,57.97,1,20.47
1,41.704,3,35.97,177.99,0,28.07
16,172.593,3,979.84,"1,206.81",2,46.66
16,149.208,5,126.84,354.63,2,127.32
4,34.322,2,462.96,562.86,0,-21.19
1,27.5,1,109.99,109.99,0,12.04
1,20.48,1,289.99,289.99,0,20.48
2,41.68,1,874.98,874.98,0,-121.52
2,77.537,1,789.98,789.98,0,40.83
4,102.747,1,517.96,517.96,0,49.83
1,13.69,2,"1,049.99","2,049.98",0,-69.47
6,53.828,1,489.96,489.96,0,-49.83
1,-45.76,1,279.99,279.99,0,-45.76
2,49.598,3,16.98,159.94,2,15.94
2,61.809,3,399.8,670.77,1,6.8
1,5.807,1,79.99,79.99,0,0.38
4,22.956,1,75.96,75.96,0,22.15
2,99.996,4,81.98,263.92,0,67
1,20.99,1,69.99,69.99,0,20.99
9,437.507,6,"1,024.91","3,042.68",1,269.35
2,-29.6,1,606.98,606.98,0,-29.6
6,159.734,1,806.94,806.94,1,92.71
3,-10.583,4,189.97,469.68,0,-42.33
4,348.207,3,749.96,"1,422.92",1,234.34
1,1.99,1,129.99,129.99,0,1.99
3,31.699,1,122.97,122.97,0,14.93
1,327.918,4,14.99,"2,353.86",0,31.02
1,420.586,4,799.99,"2,571.93",1,259.21
2,42.83,1,409.98,409.98,1,42.83
9,56.945,3,654.91,"1,022.88",0,-11.63
1,-12.768,1,399.99,399.99,0,-78.94
1,23.179,2,99.99,116.67,0,15.31
1,35.04,1,139.99,139.99,0,35.04
3,8.502,2,44.99,93.9,0,46.1
2,190.628,2,8.1,558.05,0,-6.13
1,91.175,2,69.99,164.97,0,105.96
2,-58.554,3,231.68,"2,242.62",0,-102.68
3,45.568,2,118.97,698.95,0,23.85
8,430.169,1,"2,321.02","2,321.02",0,337.99
1,214.354,6,129.99,446.87,1,226.85
5,85.373,2,182.95,208.94,0,68.42
3,116.856,3,112.47,583.39,0,79.32
2,4.832,1,7.98,7.98,0,4.04
2,11.447,1,20.98,20.98,0,8.49
1,192.448,4,17.99,358.82,2,172.45
3,5.963,1,13.77,13.77,0,5.73
1,29.242,1,129.99,129.99,0,19.58
2,9.859,1,24.98,24.98,0,9.32
1,6.15,1,9.99,9.99,0,6.15
3,132.693,1,934.97,934.97,0,67.83
4,13.798,1,34.96,34.96,0,11.91
2,-157.87,4,364.98,618.25,1,-137.88
1,3.643,1,69.99,69.99,0,-1.52
3,-59.78,1,469.97,469.97,0,-89.63
1,271.484,2,349.99,699.98,1,-103.42
3,13.572,1,21.97,21.97,0,12.62
2,55.859,2,31.78,81.77,1,40.89
2,190.971,2,504.95,970.91,0,-84.88
1,104.298,2,54.99,191.92,0,30.62
3,35.656,1,221.27,221.27,0,10.68
2,-25.256,3,94.98,477.95,1,-31.62
2,146.485,2,259.98,605.92,1,103.71
4,143.108,1,709.96,709.96,0,9.32
1,83.5,1,989.99,989.99,0,83.5
1,112.434,2,249.99,499.98,0,49.98
4,3.76,1,139.98,139.98,0,53.75
9,44.065,3,458.91,545.59,1,13.06
1,10.086,3,599.99,"1,080.94",0,-155.05
1,267.627,20,34.99,"2,367.48",5,188.06
1,-90.255,2,229.99,269.98,0,-90.86
4,64.985,3,240.96,260.93,1,47
1,92.418,2,789.99,908.95,1,90.66
5,51.023,4,18.15,66.11,0,48.52
8,109.02,4,141.62,321.55,0,98.35
4,231.527,1,"1,973.96","1,973.96",0,210.69
1,20.482,2,20.24,50.22,0,17.29
2,1.496,3,99.98,514.06,0,-29.53
2,69.069,2,46.98,236.97,0,55.36
2,23.853,2,11.98,36.97,0,22.47
1,7.994,1,36.99,36.99,0,4.4
2,284.991,10,349.98,849.53,6,213.8
2,49.9,1,329.98,329.98,0,49.9
1,23.165,2,19.99,54.98,1,4.83
1,14.707,1,24.99,24.99,0,14.29
2,4.061,1,92.98,92.98,0,0.61
3,55.196,2,239.97,442.6,0,-10.27
1,59.123,2,114.99,269.97,1,29.22
3,20.391,2,36.97,72.94,0,49.57
4,-17.523,3,240.96,341.92,2,-31.26
5,359.346,1,"1,354.95","1,354.95",0,219.28
2,21.322,1,131.48,131.48,0,18.79
1,139.949,2,59.99,"1,669.96",0,59.61
2,45.399,5,20.98,97.9,1,32.11
3,51.112,9,26.97,432.84,1,29.72
1,163.508,1,38.88,38.88,0,32.59
1,-14.976,1,28.15,28.15,0,-22.85
2,31.382,2,71.98,"1,071.97",0,20.71
1,18.09,1,89.99,89.99,0,18.09
1,53.708,2,3.99,88.97,0,35.62
1,2.277,4,699.99,"1,171.93",0,-71.43
2,30.694,1,97.98,97.98,0,29.28
1,2.1,1,6.99,6.99,0,2.1
3,51.164,2,62.97,105.45,0,44.67
1,12.465,2,17.99,32.97,0,11.47
1,3.02,1,8.99,8.99,0,3.02
4,-0.178,2,399.98,409.06,0,-100.78
2,74.027,3,361.98,474.92,1,64.75
1,4.06,1,19.99,19.99,0,4.06
1,219.641,3,899.99,"1,402.96",1,-712.33
3,27.257,9,320.97,"2,086.47",0,-103.89
1,63.769,1,129.99,129.99,0,50.83
1,11.26,2,63.99,65.18,0,11.26
1,2.41,2,8.99,17.98,1,2.05
2,-22.35,1,102.95,102.95,0,-22.35
1,75.272,3,14.99,285.93,1,189.72
1,50.325,3,24.99,110.93,0,49.21
2,71.989,2,89.98,657.94,1,-33.51
1,105.702,1,"2,199.98","2,199.98",0,-6.02
1,47.481,1,599.99,599.99,0,24.99
6,82.066,2,152.97,222.96,0,174.95
3,284.81,3,305.97,905.93,2,87.56
3,19.616,2,25.97,64.95,0,19.08
1,48.766,1,169.99,169.99,0,25.5
1,162.864,2,59.99,889.97,0,160.36
1,11.548,2,379.99,416.97,0,-62.96
6,192.204,3,738.96,933.92,2,64.28
6,523.415,15,302.94,"3,250.04",1,336.47
1,53.008,8,4.99,509.88,0,367.38
5,-85.926,3,239.89,274.35,0,-102.05
4,202.625,4,116.96,"1,066.84",0,115.54
1,7.681,1,26.99,26.99,0,5.39
2,74.816,3,32.98,186.86,0,67.87
1,4.323,1,12.99,12.99,0,3.61
1,"2,402.55",61,3.99,"10,043.56",21,"1,736.37"
1,13.632,2,9.99,26.98,2,13.44
5,788.594,2,"2,259.95","4,825.90",0,206.76
2,2.32,1,26.69,26.69,0,2.32
2,7.855,2,14.98,59.96,0,7.25
3,340.312,15,29.95,879.66,2,228.57
1,"3,058.82",21,"1,349.95","18,606.99",2,"1,188.60"
1,77.012,5,34.99,155.9,0,58.8
1,26.306,2,99.99,103.98,0,14.17
1,1.24,1,1.99,1.99,0,1.24
2,-53.805,2,189.98,419.96,0,-60.7
1,183.122,2,69.99,849.97,1,147.75
3,88.618,3,143.97,"1,067.85",1,-12.01
1,13.6,1,84.99,84.99,0,8.99
1,2.04,1,7.99,7.99,0,2.04
8,21.073,1,979.92,979.92,0,-25.32
3,16.17,1,50.07,50.07,0,13.17
1,16.01,1,339.99,339.99,0,16.01
2,85.773,1,"1,189.98","1,189.98",0,64.09
1,15.07,1,34.99,34.99,0,15.07
2,9.404,1,60.98,60.98,0,6.82
3,-6.389,2,"1,079.97","1,160.95",0,-12.25
7,258.892,3,643.93,748.9,1,221.83
4,90.331,5,73.06,570.09,1,65.89
4,32.661,1,44.96,44.96,1,30.28
1,7.293,1,6.99,6.99,0,4.49
1,25.882,3,54.99,78.97,1,21.46
2,40.02,1,156.98,156.98,0,34.79
1,61.69,1,849.96,849.96,0,-129.24
6,-488.138,5,471.83,"1,815.95",0,-918.61
4,43.113,3,402.96,448.88,1,29.89
2,67.722,2,159.98,239.97,0,35.97
4,53.229,1,535.96,535.96,0,50.09
3,86.557,1,411.97,411.97,0,19.44
4,73.662,1,198.96,198.96,1,63.78
1,1.48,1,49.99,49.99,0,1.48
1,49.335,1,149.99,149.99,1,-54.97
1,34.044,3,29.99,64.97,2,28.54
1,-0.81,1,379.99,379.99,0,-0.81
1,6.518,1,12.99,12.99,0,4.99
6,81.926,2,163.94,317.92,1,77.05
1,33.034,1,139.99,139.99,0,10.99
1,8.68,1,589.99,589.99,0,8.68
1,17.119,1,44.99,44.99,0,15.75
5,110.139,1,347.95,347.95,0,13.68
2,7.472,1,25.98,25.98,0,3.46
2,16.34,1,166.98,166.98,0,16.34
1,113.292,1,749.99,749.99,0,39.99
1,15.475,1,"1,249.99","1,249.99",0,-550.33
6,197.387,3,"2,039.90","2,148.88",0,187.5
6,150.78,3,84.94,413.54,0,119.9
5,119.029,2,63.92,671.86,0,44.47
1,340.192,5,0,"1,559.92",1,471.91
1,66.09,3,39.99,168.93,1,50.19
1,-7.01,1,359.99,359.99,0,-7.01
1,1.66,1,6.99,6.99,0,1.66
2,15.29,1,47.98,47.98,0,-0.45
1,52.168,2,19.99,114.04,0,46.64
3,15.664,1,318.97,318.97,0,-40.25
4,229.289,2,819.96,899.95,1,292.2
1,1.05,1,1.69,1.69,0,1.05
1,250.909,8,17.99,"1,213.37",2,194.3
1,16.151,2,23.99,37.46,0,12.62
1,64.99,1,329.99,329.99,0,64.99
2,10.54,1,34.98,34.98,0,10.54
1,-37.384,3,74.99,503.95,0,-51.69
2,17.651,2,138.87,166.45,1,-78.87
2,94.384,2,565.98,"1,065.97",1,-5.61
1,135.832,4,18.99,578.87,1,107.36
1,6.31,1,9.99,9.99,0,6.31
1,122.049,3,34.99,359.93,0,89.41
1,13.99,1,39.99,39.99,0,13.99
1,-3.74,1,89.99,89.99,0,-3.74
2,28.194,1,199.98,199.98,0,-4.02
3,23.708,2,151.97,437.91,0,-3.64
5,-99.948,1,"1,001.95","1,001.95",0,-156.2
3,33.782,1,229.97,229.97,0,22.03
1,15.947,1,59.99,59.99,0,-15.01
2,27.14,1,39.98,39.98,0,22.48
1,13.6,1,59.99,59.99,0,13.6
1,39.98,1,39.99,39.99,0,39.98
1,11.73,1,14.99,14.99,0,11.73
1,14.852,1,34.99,34.99,0,9.61
